country,country_code,date,download_kbps,upload_kbps,total_tests,distance_miles
United States,US,3/20/2011,10809.6,2420.66,7549697,77.9202
United States,US,3/21/2011,10803.1,2435.91,7588784,78.1379
United States,US,3/22/2011,10823.4,2450.57,7650781,78.3355
United States,US,3/23/2011,10837,2464.15,7647601,78.4965
United States,US,3/24/2011,10840.1,2475.31,7653262,78.5362
United States,US,3/25/2011,10834.3,2485.06,7657703,78.5269
United States,US,3/26/2011,10815,2486.34,7675151,78.458
United States,US,3/27/2011,10794.2,2489.86,7682832,78.4459
United States,US,3/28/2011,10777.3,2500.15,7711055,78.5911
United States,US,3/29/2011,10784.3,2514.97,7723688,78.7031
United States,US,3/30/2011,10777.9,2521.88,7711917,78.7985
United States,US,3/31/2011,10780.8,2533.31,7702349,78.9378
United States,US,4/1/2011,10780.9,2542.52,7688256,78.9639
United States,US,4/2/2011,10775.4,2547.26,7666194,79.0106
United States,US,4/3/2011,10753.3,2550.45,7660685,79.185
United States,US,4/4/2011,10751.5,2563.37,7684188,79.4182
United States,US,4/5/2011,10751.9,2574.53,7687405,79.5078
United States,US,4/6/2011,10729.6,2577.41,7587555,79.2596
United States,US,4/7/2011,10741.3,2582.85,7520646,79.0328
United States,US,4/8/2011,10776.5,2593.79,7400600,78.8284
United States,US,4/9/2011,10799.6,2594.55,7326512,78.5642
United States,US,4/10/2011,10816.6,2596.16,7252457,78.294
United States,US,4/11/2011,10830.2,2605.69,7214355,78.1962
United States,US,4/12/2011,10859.5,2616.73,7186193,78.1212
United States,US,4/13/2011,10890.5,2625.09,7146721,78.1534
United States,US,4/14/2011,10905.9,2630.65,7087832,78.2076
United States,US,4/15/2011,10932.3,2638.04,7001615,78.2753
United States,US,4/16/2011,10943.9,2637.59,6949663,78.2657
United States,US,4/17/2011,10955,2637.35,6873008,78.2682
United States,US,4/18/2011,10969,2647.91,6847937,78.4155
United States,US,4/19/2011,10992.4,2654.98,6825786,78.5404
United States,US,4/20/2011,11003.5,2654,6777680,78.6136
United States,US,4/21/2011,11009.4,2658.07,6719863,78.7075
United States,US,4/22/2011,11022.5,2659.45,6684272,78.7586
United States,US,4/23/2011,11029.3,2657.58,6631887,78.732
United States,US,4/24/2011,11032.5,2655.72,6559715,78.7344
United States,US,4/25/2011,11042.4,2665.52,6533966,78.8545
United States,US,4/26/2011,11067.1,2672.74,6524195,79.0064
United States,US,4/27/2011,11088.1,2676.38,6479684,79.0834
United States,US,4/28/2011,11106.3,2677.59,6427392,79.1766
United States,US,4/29/2011,11117.5,2679.45,6370348,79.2753
United States,US,4/30/2011,11123.5,2674.9,6308396,79.2449
United States,US,5/1/2011,11118.7,2671.55,6271093,79.2734
United States,US,5/2/2011,11126.5,2683.34,6261603,79.3869
United States,US,5/3/2011,11152.8,2697.52,6250128,79.2134
United States,US,5/4/2011,11167.9,2702.62,6226275,79.0606
United States,US,5/5/2011,11187.1,2710.16,6173902,78.9406
United States,US,5/6/2011,11204.9,2713.24,6146952,78.8238
United States,US,5/7/2011,11215.9,2710.81,6124572,78.6021
United States,US,5/8/2011,11206.4,2704.61,6102569,78.3766
United States,US,5/9/2011,11202.1,2709.15,6150432,78.2271
United States,US,5/10/2011,11208.6,2711.53,6207821,78.1271
United States,US,5/11/2011,11211.4,2711.7,6235221,77.9094
United States,US,5/12/2011,11229.1,2715.08,6222399,77.7282
United States,US,5/13/2011,11232.7,2712.83,6193412,77.5591
United States,US,5/14/2011,11252.1,2711.66,6167679,77.2815
United States,US,5/15/2011,11244.1,2707.62,6185445,77.0002
United States,US,5/16/2011,11246.8,2717.3,6201660,76.8862
United States,US,5/17/2011,11264.6,2727.25,6241870,76.7621
United States,US,5/18/2011,11284.9,2731.56,6241233,76.559
United States,US,5/19/2011,11310.6,2739.7,6219024,76.3963
United States,US,5/20/2011,11331.9,2743.52,6211298,76.2516
United States,US,5/21/2011,11345.8,2742.41,6175694,76.015
United States,US,5/22/2011,11351.1,2741.91,6145511,75.8102
United States,US,5/23/2011,11355.7,2750.02,6165521,75.7168
United States,US,5/24/2011,11364.1,2756,6220695,75.6812
United States,US,5/25/2011,11385.7,2759.78,6198133,75.5476
United States,US,5/26/2011,11401.9,2765.17,6184070,75.343
United States,US,5/27/2011,11420.4,2769.36,6166236,75.1742
United States,US,5/28/2011,11420.1,2763.55,6167275,74.9657
United States,US,5/29/2011,11412.5,2756.38,6163083,74.7616
United States,US,5/30/2011,11397,2754.57,6179976,74.6407
United States,US,5/31/2011,11382.1,2754.96,6266641,74.5882
United States,US,6/1/2011,11390.4,2754.45,6273187,74.4855
United States,US,6/2/2011,11369,2746.37,6338867,74.4981
United States,US,6/3/2011,11374.2,2745.72,6306268,74.5254
United States,US,6/4/2011,11367.2,2739.26,6294856,74.4566
United States,US,6/5/2011,11349.4,2732.72,6289089,74.4308
United States,US,6/6/2011,11339.7,2740.17,6324231,74.4616
United States,US,6/7/2011,11349.4,2748.38,6361531,74.4818
United States,US,6/8/2011,11341.9,2744.55,6391248,74.5046
United States,US,6/9/2011,11336,2743.93,6412480,74.512
United States,US,6/10/2011,11333.4,2740.39,6434046,74.5192
United States,US,6/11/2011,11319.1,2731,6474362,74.4184
United States,US,6/12/2011,11290.1,2720.26,6509474,74.3248
United States,US,6/13/2011,11265.9,2721.56,6579806,74.3595
United States,US,6/14/2011,11258.2,2728.12,6670889,74.4201
United States,US,6/15/2011,11249,2724.83,6745983,74.4093
United States,US,6/16/2011,11239.5,2724.88,6816731,74.3986
United States,US,6/17/2011,11238.7,2725.59,6864509,74.3647
United States,US,6/18/2011,11229.1,2715.43,6912358,74.2473
United States,US,6/19/2011,11203.9,2707.42,6938411,74.1027
United States,US,6/20/2011,11178.2,2708.92,7038331,74.1073
United States,US,6/21/2011,11168.5,2716.79,7162349,74.1061
United States,US,6/22/2011,11162.8,2716.53,7253539,74.072
United States,US,6/23/2011,11159.9,2720.23,7321119,73.9884
United States,US,6/24/2011,11146.6,2718.67,7388864,73.937
United States,US,6/25/2011,11141.6,2713.34,7422366,73.8209
United States,US,6/26/2011,11119.1,2707.87,7457005,73.708
United States,US,6/27/2011,11103.4,2715.25,7560765,73.706
United States,US,6/28/2011,11101.4,2724.28,7687667,73.7234
United States,US,6/29/2011,11106,2728.92,7798239,73.7638
United States,US,6/30/2011,11122.4,2732.46,7806947,73.7328
United States,US,7/1/2011,11119.2,2729.2,7864990,73.6773
United States,US,7/2/2011,11139.2,2729.03,7826040,73.5881
United States,US,7/3/2011,11132.6,2723.5,7835620,73.5354
United States,US,7/4/2011,11125.5,2721.6,7843917,73.5409
United States,US,7/5/2011,11132.3,2726.36,7922324,73.5471
United States,US,7/6/2011,11141.1,2724.87,7971496,73.5646
United States,US,7/7/2011,11147,2724.12,8032849,73.5691
United States,US,7/8/2011,11165.8,2728.42,8021325,73.5364
United States,US,7/9/2011,11185.9,2728.24,7997642,73.45
United States,US,7/10/2011,11189.7,2727.98,7966229,73.3676
United States,US,7/11/2011,11192.2,2734,7984837,73.4417
United States,US,7/12/2011,11205.7,2741.22,8034368,73.4736
United States,US,7/13/2011,11219.2,2742.2,8057756,73.4339
United States,US,7/14/2011,11237.8,2740.43,8032021,73.4043
United States,US,7/15/2011,11255,2740.81,7998252,73.375
United States,US,7/16/2011,11271,2736.28,7957287,73.2691
United States,US,7/17/2011,11267.3,2729.42,7911086,73.1981
United States,US,7/18/2011,11263.7,2735.67,7919747,73.251
United States,US,7/19/2011,11272,2741.5,7969968,73.3122
United States,US,7/20/2011,11283.2,2742.21,7972130,73.3089
United States,US,7/21/2011,11292,2737.51,7948944,73.3052
United States,US,7/22/2011,11302.1,2735.29,7921796,73.2736
United States,US,7/23/2011,11316,2729.57,7880989,73.1946
United States,US,7/24/2011,11318.8,2724.31,7850601,73.1036
United States,US,7/25/2011,11314.5,2726.73,7899496,73.1546
United States,US,7/26/2011,11325.6,2730.24,7960794,73.1949
United States,US,7/27/2011,11340.6,2726.31,7962825,73.1659
United States,US,7/28/2011,11356.8,2724.62,7961428,73.0954
United States,US,7/29/2011,11364.7,2723.11,7952039,73.0111
United States,US,7/30/2011,11367.8,2717.62,7939257,72.8956
United States,US,7/31/2011,11355.7,2711.33,7928544,72.8017
United States,US,8/1/2011,11344.5,2714.48,7991815,72.9268
United States,US,8/2/2011,11350.9,2720.08,8084867,72.8916
United States,US,8/3/2011,11363.1,2725.66,8193767,72.8753
United States,US,8/4/2011,11373.9,2726.64,8218672,72.8467
United States,US,8/5/2011,11377.1,2727.65,8217445,72.7984
United States,US,8/6/2011,11377.8,2721.99,8190423,72.7111
United States,US,8/7/2011,11363.1,2715.93,8177635,72.6107
United States,US,8/8/2011,11353.6,2719.29,8233970,72.6239
United States,US,8/9/2011,11352.6,2720.99,8303291,72.644
United States,US,8/10/2011,11362.6,2722.66,8343831,72.5895
United States,US,8/11/2011,11374.4,2721.15,8356463,72.6357
United States,US,8/12/2011,11383.6,2719.7,8345630,72.6509
United States,US,8/13/2011,11385.7,2714.98,8331119,72.5748
United States,US,8/14/2011,11373,2711.98,8325052,72.475
United States,US,8/15/2011,11362.7,2714.3,8368403,72.5626
United States,US,8/16/2011,11368.8,2722.53,8443100,72.6184
United States,US,8/17/2011,11384.8,2726.54,8493427,72.6206
United States,US,8/18/2011,11396,2728.23,8505269,72.6377
United States,US,8/19/2011,11406.3,2729.26,8493829,72.6463
United States,US,8/20/2011,11414.2,2727.06,8480331,72.5914
United States,US,8/21/2011,11405.6,2725.71,8466267,72.5228
United States,US,8/22/2011,11403.4,2730.9,8509447,72.5848
United States,US,8/23/2011,11411.8,2738.01,8564001,72.6459
United States,US,8/24/2011,11420.9,2740.78,8571906,72.6405
United States,US,8/25/2011,11431.7,2743.25,8566810,72.6569
United States,US,8/26/2011,11438.7,2744.05,8556393,72.6865
United States,US,8/27/2011,11427.6,2739.85,8533904,72.6124
United States,US,8/28/2011,11413.8,2735.62,8505917,72.5717
United States,US,8/29/2011,11415.6,2743.69,8527806,72.6501
United States,US,8/30/2011,11436.4,2752.08,8565613,72.7296
United States,US,8/31/2011,11452.1,2753.01,8559399,72.6596
United States,US,9/1/2011,11472.5,2754.98,8551277,72.6911
United States,US,9/2/2011,11487.3,2755.56,8526123,72.7344
United States,US,9/3/2011,11487.3,2749.27,8494080,72.6724
United States,US,9/4/2011,11482.4,2742.27,8458687,72.651
United States,US,9/5/2011,11470.2,2740.96,8469157,72.6419
United States,US,9/6/2011,11490.1,2748.59,8505417,72.7106
United States,US,9/7/2011,11509.8,2751.53,8495408,72.7373
United States,US,9/8/2011,11539.9,2758.42,8475398,72.7536
United States,US,9/9/2011,11563.9,2762.71,8441483,72.7603
United States,US,9/10/2011,11572.7,2762.64,8418807,72.5912
United States,US,9/11/2011,11567,2762.44,8397007,72.4642
United States,US,9/12/2011,11571.9,2769.95,8418851,72.608
United States,US,9/13/2011,11597.8,2777.32,8458522,72.6511
United States,US,9/14/2011,11617,2781.71,8460013,72.619
United States,US,9/15/2011,11634.7,2784.22,8426976,72.5771
United States,US,9/16/2011,11650.2,2786.21,8393577,72.4891
United States,US,9/17/2011,11665.8,2785.97,8366169,72.3274
United States,US,9/18/2011,11668.4,2784.96,8344205,72.1777
United States,US,9/19/2011,11680.4,2794.69,8357309,72.1481
United States,US,9/20/2011,11716.2,2804.67,8342241,72.19
United States,US,9/21/2011,11736.6,2810.06,8333610,72.1267
United States,US,9/22/2011,11757.7,2816.39,8308045,72.0555
United States,US,9/23/2011,11779,2821.42,8275053,71.9856
United States,US,9/24/2011,11788.7,2818.8,8246192,71.7982
United States,US,9/25/2011,11791.3,2817.54,8215657,71.6375
United States,US,9/26/2011,11813.1,2824.46,8219515,71.6775
United States,US,9/27/2011,11846.2,2834.61,8224350,71.6963
United States,US,9/28/2011,11869.6,2836.3,8179689,71.6211
United States,US,9/29/2011,11886.8,2839.29,8175028,71.5388
United States,US,9/30/2011,11914.3,2845.75,8143017,71.4517
United States,US,10/1/2011,11914.3,2842.79,8108077,71.2579
United States,US,10/2/2011,11909.4,2841.08,8070624,71.0767
United States,US,10/3/2011,11943.6,2855.38,8049211,71.1486
United States,US,10/4/2011,11985.8,2870.71,8035793,71.1192
United States,US,10/5/2011,12031.5,2885.31,8039000,71.1008
United States,US,10/6/2011,12053.4,2889.33,8010562,71.0297
United States,US,10/7/2011,12069.2,2892.44,7973899,70.9466
United States,US,10/8/2011,12072.5,2887.62,7934011,70.792
United States,US,10/9/2011,12060.4,2881.51,7889189,70.6558
United States,US,10/10/2011,12080.1,2891.7,7841557,70.706
United States,US,10/11/2011,12108.9,2900.09,7852793,70.7597
United States,US,10/12/2011,12139.8,2911.02,7876751,70.6304
United States,US,10/13/2011,12146.4,2913.51,7897649,70.5814
United States,US,10/14/2011,12154.5,2915.45,7889157,70.5009
United States,US,10/15/2011,12150.2,2908.47,7885189,70.3991
United States,US,10/16/2011,12146,2903.17,7830779,70.3129
United States,US,10/17/2011,12148.9,2907.7,7841445,70.3845
United States,US,10/18/2011,12158.6,2911.02,7888143,70.4418
United States,US,10/19/2011,12161.4,2910.17,7911703,70.4475
United States,US,10/20/2011,12151.7,2905.88,7953003,70.4363
United States,US,10/21/2011,12154.8,2902.79,7939283,70.4278
United States,US,10/22/2011,12149.1,2894.19,7929591,70.3269
United States,US,10/23/2011,12134.6,2887.78,7912647,70.2211
United States,US,10/24/2011,12139.4,2896.93,7935808,70.3305
United States,US,10/25/2011,12158.1,2905.26,7973817,70.4112
United States,US,10/26/2011,12166.8,2906.42,7982474,70.4539
United States,US,10/27/2011,12177.6,2908.88,7999672,70.4596
United States,US,10/28/2011,12182.3,2910,8023527,70.5502
United States,US,10/29/2011,12175.6,2904.96,7995917,70.4784
United States,US,10/30/2011,12146,2896.03,7974706,70.4086
United States,US,10/31/2011,12149.2,2902.38,7966688,70.526
United States,US,11/1/2011,12158.2,2909.04,7998424,70.6332
United States,US,11/2/2011,12141,2905.45,8042737,70.6209
United States,US,11/3/2011,12127.4,2901.83,8096979,70.6905
United States,US,11/4/2011,12125,2900.18,8100602,70.7243
United States,US,11/5/2011,12117.9,2894.06,8105141,70.6333
United States,US,11/6/2011,12098.4,2885.49,8117007,70.5546
United States,US,11/7/2011,12101.4,2892.65,8164321,70.6743
United States,US,11/8/2011,12111.6,2899.43,8220360,70.7574
United States,US,11/9/2011,12106.4,2897.17,8285111,70.769
United States,US,11/10/2011,12105.5,2898.02,8308507,70.7912
United States,US,11/11/2011,12095.9,2888.26,8299520,70.7367
United States,US,11/12/2011,12100.3,2878.67,8265896,70.6485
United States,US,11/13/2011,12092.3,2870.99,8234770,70.5792
United States,US,11/14/2011,12101.8,2878.68,8252234,70.6363
United States,US,11/15/2011,12117.6,2886.27,8323973,70.7612
United States,US,11/16/2011,12134.2,2890.93,8342266,70.7636
United States,US,11/17/2011,12155.8,2897.18,8319574,70.7708
United States,US,11/18/2011,12172.1,2899.18,8295380,70.792
United States,US,11/19/2011,12176.2,2895.09,8294855,70.6959
United States,US,11/20/2011,12164.9,2889.79,8285297,70.6254
United States,US,11/21/2011,12175.5,2897.59,8315473,70.7084
United States,US,11/22/2011,12190.4,2903.15,8363231,70.8913
United States,US,11/23/2011,12192.9,2900.09,8375067,70.911
United States,US,11/24/2011,12165.2,2889.46,8309775,70.8808
United States,US,11/25/2011,12154.3,2882.84,8295815,70.8502
United States,US,11/26/2011,12139,2874.46,8292773,70.7666
United States,US,11/27/2011,12118.5,2866.98,8302376,70.6218
United States,US,11/28/2011,12124.7,2873.06,8345032,70.7154
United States,US,11/29/2011,12158.4,2885.01,8421251,70.7989
United States,US,11/30/2011,12175.9,2888.83,8484086,70.8173
United States,US,12/1/2011,12193.8,2893.03,8511535,70.8326
United States,US,12/2/2011,12218,2898.17,8525399,70.7709
United States,US,12/3/2011,12231.8,2894.49,8547420,70.6645
United States,US,12/4/2011,12224.8,2889.03,8551473,70.5885
United States,US,12/5/2011,12239.8,2898.11,8584601,70.7115
United States,US,12/6/2011,12270.2,2910.7,8629053,70.8369
United States,US,12/7/2011,12277.4,2913.92,8649712,70.9623
United States,US,12/8/2011,12289.8,2918.19,8664981,71.0067
United States,US,12/9/2011,12302.7,2922.2,8675941,71.0529
United States,US,12/10/2011,12309.5,2920.02,8687865,70.9913
United States,US,12/11/2011,12301.3,2917.94,8675115,70.9707
United States,US,12/12/2011,12305.6,2930.6,8694614,71.019
United States,US,12/13/2011,12325.1,2943.06,8757650,70.9481
United States,US,12/14/2011,12338.2,2948.28,8782039,70.8352
United States,US,12/15/2011,12345.1,2952.44,8789253,70.6997
United States,US,12/16/2011,12351.3,2953.67,8785709,70.595
United States,US,12/17/2011,12345.8,2947.47,8794655,70.401
United States,US,12/18/2011,12332.8,2940.73,8785972,70.2022
United States,US,12/19/2011,12344.1,2951.03,8823192,70.1238
United States,US,12/20/2011,12361.9,2959.41,8881286,70.0574
United States,US,12/21/2011,12373.3,2960.8,8911220,69.9262
United States,US,12/22/2011,12383.5,2963.9,8930322,69.7831
United States,US,12/23/2011,12392.6,2964.91,8934937,69.6294
United States,US,12/24/2011,12410.5,2968.75,8950651,69.5198
United States,US,12/25/2011,12401.4,2968.59,8905278,69.3605
United States,US,12/26/2011,12393.9,2967.93,8939368,69.2485
United States,US,12/27/2011,12397.6,2972.41,9024070,69.1477
United States,US,12/28/2011,12391.3,2972.83,9089714,68.9876
United States,US,12/29/2011,12382.2,2972.54,9133380,68.8453
United States,US,12/30/2011,12374.7,2971.47,9135687,68.6896
United States,US,12/31/2011,12366.1,2964.15,9096901,68.5068
United States,US,1/1/2012,12326.1,2951.89,9081510,68.334
United States,US,1/2/2012,12302.1,2950.06,9139455,68.1946
United States,US,1/3/2012,12309.2,2956.83,9225456,68.1346
United States,US,1/4/2012,12314.3,2958,9295666,67.9854
United States,US,1/5/2012,12319.6,2958.77,9340589,67.881
United States,US,1/6/2012,12340.2,2960.86,9377659,67.6261
United States,US,1/7/2012,12350.6,2956.53,9418229,67.4052
United States,US,1/8/2012,12340.9,2951.83,9436932,67.1774
United States,US,1/9/2012,12350.7,2959.97,9489282,67.1073
United States,US,1/10/2012,12376.9,2971.43,9568562,67.0691
United States,US,1/11/2012,12395.8,2976.63,9631519,67.0101
United States,US,1/12/2012,12410.7,2979.11,9677043,67.0582
United States,US,1/13/2012,12421.3,2979.43,9707274,67.1182
United States,US,1/14/2012,12424.7,2973.42,9751093,67.0473
United States,US,1/15/2012,12408.7,2966.21,9789558,66.9908
United States,US,1/16/2012,12405,2971.27,9875025,67.0868
United States,US,1/17/2012,12422.5,2980.83,9967803,67.1956
United States,US,1/18/2012,12438.4,2983.9,9989700,67.3156
United States,US,1/19/2012,12453.1,2988.29,10019862,67.3674
United States,US,1/20/2012,12464.4,2990.27,10050349,67.4166
United States,US,1/21/2012,12469.2,2987.38,10097504,67.3346
United States,US,1/22/2012,12466.8,2986.08,10119841,67.3092
United States,US,1/23/2012,12489.3,2996.35,10229566,67.3746
United States,US,1/24/2012,12528,3007.77,10361240,67.4483
United States,US,1/25/2012,12565.3,3019.31,10424195,67.5309
United States,US,1/26/2012,12596.8,3026.57,10421821,67.5948
United States,US,1/27/2012,12630.5,3031.33,10399996,67.6199
United States,US,1/28/2012,12647.4,3028.2,10392850,67.5647
United States,US,1/29/2012,12647.1,3025.02,10412234,67.4943
United States,US,1/30/2012,12660.7,3032.82,10479978,67.5291
United States,US,1/31/2012,12706,3045.41,10559539,67.5793
United States,US,2/1/2012,12744.7,3055.21,10549405,67.8921
United States,US,2/2/2012,12774.5,3059.91,10544771,68.0861
United States,US,2/3/2012,12789.4,3061.34,10522140,68.2574
United States,US,2/4/2012,12790.8,3057.09,10521915,68.1444
United States,US,2/5/2012,12776.1,3050.49,10460155,68.0415
United States,US,2/6/2012,12771.5,3054.86,10452943,68.0606
United States,US,2/7/2012,12787.5,3062.32,10494092,68.0983
United States,US,2/8/2012,12795.1,3062.52,10496266,68.1023
United States,US,2/9/2012,12801.1,3061.54,10478794,68.1356
United States,US,2/10/2012,12803.2,3059.5,10454215,68.1314
United States,US,2/11/2012,12799.9,3052.97,10451263,68.029
United States,US,2/12/2012,12784.5,3045.31,10438220,67.9105
United States,US,2/13/2012,12786.5,3050.55,10436596,67.948
United States,US,2/14/2012,12810.1,3059.09,10427167,67.9909
United States,US,2/15/2012,12832.3,3063.21,10406816,67.9779
United States,US,2/16/2012,12843,3063.56,10395223,67.9544
United States,US,2/17/2012,12843.4,3061.16,10399352,67.9537
United States,US,2/18/2012,12839.5,3054.42,10396528,67.8197
United States,US,2/19/2012,12821.4,3047.88,10370704,67.7004
United States,US,2/20/2012,12805.6,3051.1,10379607,67.6744
United States,US,2/21/2012,12800.5,3059.76,10415526,67.666
United States,US,2/22/2012,12783,3060.67,10424254,67.6067
United States,US,2/23/2012,12765.9,3063.03,10417505,67.5565
United States,US,2/24/2012,12749.9,3065.48,10402973,67.5809
United States,US,2/25/2012,12729.7,3061.39,10402675,67.4191
United States,US,2/26/2012,12692.7,3056.31,10376150,67.2724
United States,US,2/27/2012,12671.1,3064.06,10362420,67.2799
United States,US,2/28/2012,12669.2,3074.57,10375189,67.2948
United States,US,2/29/2012,12654.3,3078.29,10387364,67.2156
United States,US,3/1/2012,12631.5,3082.02,10361928,66.6086
United States,US,3/2/2012,12614,3082.83,10332572,66.4774
United States,US,3/3/2012,12585.9,3077.92,10300113,66.3242
United States,US,3/4/2012,12551.4,3072.99,10263371,66.2102
United States,US,3/5/2012,12533.6,3080.08,10239077,66.2675
United States,US,3/6/2012,12532.9,3090.32,10289576,66.3553
United States,US,3/7/2012,12527.7,3096.7,10295466,66.3545
United States,US,3/8/2012,12509.4,3097.97,10269092,66.3779
United States,US,3/9/2012,12492.9,3099.06,10245246,66.3751
United States,US,3/10/2012,12471.7,3096.21,10230568,66.2459
United States,US,3/11/2012,12439.9,3090.91,10183338,66.1526
United States,US,3/12/2012,12418.9,3098.31,10154351,66.2266
United States,US,3/13/2012,12414.7,3109.15,10156642,66.2806
United States,US,3/14/2012,12397.5,3111.2,10136887,66.2638
United States,US,3/15/2012,12374.6,3112.97,10146167,66.2384
United States,US,3/16/2012,12357.2,3115.83,10119733,66.1818
United States,US,3/17/2012,12333,3111.98,10072923,66.0401
United States,US,3/18/2012,12294.6,3107.11,10019699,65.8192
United States,US,3/19/2012,12275.8,3116.89,9999297,65.8905
United States,US,3/20/2012,12270.5,3127.35,10003850,65.9788
United States,US,3/21/2012,12283.6,3134.75,9959425,66.0343
United States,US,3/22/2012,12297,3138.41,9919076,66.1008
United States,US,3/23/2012,12305.2,3139.58,9871480,66.0442
United States,US,3/24/2012,12305.9,3134.83,9817353,65.8876
United States,US,3/25/2012,12290,3129.67,9747914,65.6322
United States,US,3/26/2012,12284.1,3137.01,9719275,65.6284
United States,US,3/27/2012,12296.8,3145.95,9723152,65.6412
United States,US,3/28/2012,12306.8,3148.61,9709887,65.5589
United States,US,3/29/2012,12310.7,3150.45,9678709,65.4973
United States,US,3/30/2012,12316.2,3151.68,9635483,65.459
United States,US,3/31/2012,12312.6,3148.06,9602180,65.2916
United States,US,4/1/2012,12297.4,3144.28,9549689,65.1447
United States,US,4/2/2012,12300.9,3153.6,9522168,65.1595
United States,US,4/3/2012,12323.7,3165.11,9526259,65.145
United States,US,4/4/2012,12335.7,3170.53,9499758,65.0332
United States,US,4/5/2012,12337.1,3172.04,9469745,64.8831
United States,US,4/6/2012,12340.6,3169.81,9430136,64.7529
United States,US,4/7/2012,12347.3,3166.02,9372329,64.5413
United States,US,4/8/2012,12337.7,3161.12,9284324,64.3296
United States,US,4/9/2012,12344.9,3170.01,9262743,64.3228
United States,US,4/10/2012,12375.8,3183.74,9297730,64.2469
United States,US,4/11/2012,12392.1,3187.98,9285385,64.0631
United States,US,4/12/2012,12411.1,3192.12,9265964,63.8798
United States,US,4/13/2012,12424.2,3195.67,9242356,63.6998
United States,US,4/14/2012,12430.7,3191.74,9195474,63.4608
United States,US,4/15/2012,12420.4,3184.83,9135128,63.2759
United States,US,4/16/2012,12428,3193.98,9133465,63.2253
United States,US,4/17/2012,12455.4,3206.93,9145574,63.1753
United States,US,4/18/2012,12470.4,3210.43,9132708,63.0143
United States,US,4/19/2012,12486.4,3214.81,9109580,62.8549
United States,US,4/20/2012,12491.1,3217.1,9080348,62.6744
United States,US,4/21/2012,12484.3,3209.74,9051966,62.4162
United States,US,4/22/2012,12466.7,3205.04,9034919,62.2884
United States,US,4/23/2012,12470.2,3213.23,9052702,62.3418
United States,US,4/24/2012,12488.1,3222.08,9083422,62.401
United States,US,4/25/2012,12503.5,3225.44,9072005,62.3643
United States,US,4/26/2012,12515.3,3228.41,9060211,62.3303
United States,US,4/27/2012,12519.4,3229.34,9032453,62.3582
United States,US,4/28/2012,12519.2,3221.73,9004031,62.246
United States,US,4/29/2012,12506.7,3213.45,8976487,62.1401
United States,US,4/30/2012,12514.4,3222.35,8988392,62.1688
United States,US,5/1/2012,12538.4,3234.48,9035439,62.1918
United States,US,5/2/2012,12547.6,3236.8,9041157,62.1248
United States,US,5/3/2012,12551.2,3238.76,9028781,62.1296
United States,US,5/4/2012,12557.2,3239.94,9013807,62.0669
United States,US,5/5/2012,12559.3,3234.85,8977126,61.9702
United States,US,5/6/2012,12550.5,3230.44,8933982,61.869
United States,US,5/7/2012,12547.1,3237.85,8969798,61.8754
United States,US,5/8/2012,12562.3,3248.7,9041388,61.918
United States,US,5/9/2012,12565.6,3251.68,9051314,61.8292
United States,US,5/10/2012,12562.5,3251.84,9027849,61.8255
United States,US,5/11/2012,12567.2,3254.29,8996973,61.8265
United States,US,5/12/2012,12557.3,3246.71,8958696,61.7765
United States,US,5/13/2012,12535.7,3238.46,8909132,61.7392
United States,US,5/14/2012,12529.9,3247.8,8951606,61.8272
United States,US,5/15/2012,12543.8,3259.94,9015819,61.8923
United States,US,5/16/2012,12549.8,3263.19,9035321,61.9445
United States,US,5/17/2012,12548.2,3265.29,9037514,61.9291
United States,US,5/18/2012,12553,3267.69,9015244,61.9058
United States,US,5/19/2012,12551.9,3261.77,8972929,61.804
United States,US,5/20/2012,12537.3,3255.25,8930122,61.7044
United States,US,5/21/2012,12540.1,3268.39,8951327,61.713
United States,US,5/22/2012,12561,3281.18,8975393,61.7245
United States,US,5/23/2012,12567.5,3286.21,8968591,61.6515
United States,US,5/24/2012,12573.8,3291.5,8954964,61.587
United States,US,5/25/2012,12581.5,3295.08,8936009,61.5238
United States,US,5/26/2012,12578.8,3288.78,8889818,61.4121
United States,US,5/27/2012,12567.8,3282.05,8828894,61.2474
United States,US,5/28/2012,12557.8,3282.33,8796442,61.2195
United States,US,5/29/2012,12569.6,3294.84,8833237,61.239
United States,US,5/30/2012,12576.4,3300.72,8833872,61.3135
United States,US,5/31/2012,12582.7,3305.49,8862199,61.2724
United States,US,6/1/2012,12590.5,3309.4,8863519,61.2446
United States,US,6/2/2012,12589.9,3304.05,8862529,61.0839
United States,US,6/3/2012,12582.7,3300.2,8847214,60.9758
United States,US,6/4/2012,12583.5,3313.1,8894416,60.9744
United States,US,6/5/2012,12592.3,3328.6,8952179,60.9849
United States,US,6/6/2012,12606.6,3336.85,8964227,60.9907
United States,US,6/7/2012,12611.3,3341.93,8968861,60.9375
United States,US,6/8/2012,12620.1,3342.99,9052436,60.9162
United States,US,6/9/2012,12620.7,3339.64,9023165,60.8247
United States,US,6/10/2012,12609.9,3334.36,9001009,60.7377
United States,US,6/11/2012,12616.3,3347.43,9046003,60.765
United States,US,6/12/2012,12640.5,3364.72,9123517,60.7985
United States,US,6/13/2012,12658.7,3374.79,9120457,60.7472
United States,US,6/14/2012,12669.2,3381.71,9108775,60.6811
United States,US,6/15/2012,12674.7,3386.81,9082154,60.565
