country,country_code,date,download_kbps,upload_kbps,total_tests,distance_miles
United States,US,1/1/2008,5962.06,925.211,1666258,127.944
United States,US,1/2/2008,6002.74,927.547,1673994,128.022
United States,US,1/3/2008,6040.98,929.717,1680703,127.997
United States,US,1/4/2008,6031.44,929.833,1686670,127.961
United States,US,1/5/2008,6029.91,927.522,1691219,127.742
United States,US,1/6/2008,6025.24,925.454,1690589,127.502
United States,US,1/7/2008,6004.71,927.648,1697101,127.728
United States,US,1/8/2008,5987.63,929.857,1711003,128.046
United States,US,1/9/2008,5976.37,930.001,1719616,128.244
United States,US,1/10/2008,5965.06,929.786,1727328,128.406
United States,US,1/11/2008,5948.89,929.154,1731504,128.579
United States,US,1/12/2008,5945.84,926.458,1735513,128.423
United States,US,1/13/2008,5933.09,923.351,1739052,128.254
United States,US,1/14/2008,5912.92,925.063,1751182,128.509
United States,US,1/15/2008,5899.75,928.065,1773941,128.822
United States,US,1/16/2008,5889.85,929.09,1787361,128.949
United States,US,1/17/2008,5872.11,928.328,1804650,129.063
United States,US,1/18/2008,5866.46,929.394,1813790,129.094
United States,US,1/19/2008,5867.69,926.464,1829363,128.991
United States,US,1/20/2008,5870.86,924.524,1835468,128.78
United States,US,1/21/2008,5850.86,925.124,1853709,128.781
United States,US,1/22/2008,5845.54,927.44,1875807,128.925
United States,US,1/23/2008,5841.31,929.74,1902177,129.037
United States,US,1/24/2008,5841.34,932.907,1935623,129.254
United States,US,1/25/2008,5847.09,934.854,1948187,129.308
United States,US,1/26/2008,5857.32,934.961,1956476,129.149
United States,US,1/27/2008,5865.15,934.283,1957433,129.021
United States,US,1/28/2008,5861.07,937.022,1970254,129.153
United States,US,1/29/2008,5858.41,939.567,1989874,129.298
United States,US,1/30/2008,5855.51,940.286,2009659,129.406
United States,US,1/31/2008,5862.07,943.906,2028131,129.626
United States,US,2/1/2008,5868.72,944.879,2033909,129.84
United States,US,2/2/2008,5880.38,943.308,2038704,130.048
United States,US,2/3/2008,5888.11,940.931,2029152,129.976
United States,US,2/4/2008,5879.91,942.39,2032711,130.278
United States,US,2/5/2008,5881.26,944.552,2046528,130.557
United States,US,2/6/2008,5888.12,945.56,2054087,130.693
United States,US,2/7/2008,5894.59,945.875,2058799,130.766
United States,US,2/8/2008,5905.84,946.642,2061510,130.763
United States,US,2/9/2008,5926.42,945.968,2065025,130.551
United States,US,2/10/2008,5934.6,944.185,2066217,130.291
United States,US,2/11/2008,5934.19,946.514,2073876,130.43
United States,US,2/12/2008,5933.77,949.339,2091007,130.668
United States,US,2/13/2008,5953.41,952.36,2077828,130.769
United States,US,2/14/2008,5973.5,955.148,2052829,130.847
United States,US,2/15/2008,5974.95,956.764,2035132,130.889
United States,US,2/16/2008,5958.81,955.341,2026211,130.612
United States,US,2/17/2008,5968.86,952.973,2019649,130.406
United States,US,2/18/2008,5964.94,955.64,2020405,130.504
United States,US,2/19/2008,5966.37,958.416,2029849,130.688
United States,US,2/20/2008,5988.79,960.529,2027756,130.814
United States,US,2/21/2008,5999.21,961.156,2036174,130.749
United States,US,2/22/2008,6011.02,962.092,2040127,130.655
United States,US,2/23/2008,6028.67,960.478,2039906,130.398
United States,US,2/24/2008,6043.2,958.726,2035892,130.138
United States,US,2/25/2008,6042.56,961.71,2036372,130.239
United States,US,2/26/2008,6044.4,964.822,2048243,130.445
United States,US,2/27/2008,6050.73,964.988,2051658,130.408
United States,US,2/28/2008,6060.32,966.015,2056225,130.403
United States,US,2/29/2008,6075.9,968.396,2056613,130.362
United States,US,3/1/2008,6091.12,967.138,2058187,130.034
United States,US,3/2/2008,6103.6,966.826,2053131,129.554
United States,US,3/3/2008,6090.84,966.373,2079638,129.039
United States,US,3/4/2008,6091.48,969.1,2101498,129.211
United States,US,3/5/2008,6104.65,970.736,2109866,129.183
United States,US,3/6/2008,6110.65,971.496,2112928,129.244
United States,US,3/7/2008,6114,971.382,2116055,129.291
United States,US,3/8/2008,6127.13,970.216,2122778,129.138
United States,US,3/9/2008,6130.46,968.54,2118122,128.974
United States,US,3/10/2008,6118.85,969.857,2122295,129.282
United States,US,3/11/2008,6118.28,972.822,2132395,129.585
United States,US,3/12/2008,6120.92,973.181,2136385,129.754
United States,US,3/13/2008,6130.71,973.827,2138399,129.757
United States,US,3/14/2008,6126.56,972.264,2159383,129.627
United States,US,3/15/2008,6123.81,968.259,2184211,129.355
United States,US,3/16/2008,6133.84,965.192,2198393,129.051
United States,US,3/17/2008,6163.83,968.291,2211400,129.235
United States,US,3/18/2008,6159.91,970.774,2230846,129.373
United States,US,3/19/2008,6162.87,971.65,2238965,129.417
United States,US,3/20/2008,6164.11,972.004,2246992,129.446
United States,US,3/21/2008,6169.56,972.572,2253216,129.282
United States,US,3/22/2008,6181.13,971.512,2246749,129.08
United States,US,3/23/2008,6187.44,969.278,2234784,128.856
United States,US,3/24/2008,6178.77,970.841,2239537,128.98
United States,US,3/25/2008,6172.01,972.879,2256822,129.12
United States,US,3/26/2008,6177.77,971.903,2264347,129.059
United States,US,3/27/2008,6178.73,972.255,2268601,128.932
United States,US,3/28/2008,6182.73,973.268,2269537,128.873
United States,US,3/29/2008,6192.37,972.056,2265877,128.649
United States,US,3/30/2008,6190.01,969.252,2262126,128.354
United States,US,3/31/2008,6176.44,970.7,2268788,128.513
United States,US,4/1/2008,6175.68,973.529,2279419,128.774
United States,US,4/2/2008,6195.2,977.846,2255717,129.185
United States,US,4/3/2008,6198.11,979.228,2258101,129.14
United States,US,4/4/2008,6203.45,979.839,2256925,129.091
United States,US,4/5/2008,6220.14,977.917,2276183,128.816
United States,US,4/6/2008,6225.42,976.486,2273615,128.507
United States,US,4/7/2008,6218.98,978.248,2277168,128.576
United States,US,4/8/2008,6215.74,980.565,2290319,128.754
United States,US,4/9/2008,6224.9,982.146,2295254,128.67
United States,US,4/10/2008,6229.16,982.729,2296956,128.654
United States,US,4/11/2008,6238.85,983.975,2293898,128.571
United States,US,4/12/2008,6249.06,983.004,2284409,128.37
United States,US,4/13/2008,6250.56,980.829,2272606,128.246
United States,US,4/14/2008,6239.88,983.358,2271952,128.563
United States,US,4/15/2008,6241.1,986.65,2274802,128.969
United States,US,4/16/2008,6249.56,987.792,2268980,129.136
United States,US,4/17/2008,6257.83,989.377,2259106,129.305
United States,US,4/18/2008,6268.77,990.89,2248974,129.282
United States,US,4/19/2008,6284.65,990.219,2238200,129.025
United States,US,4/20/2008,6292.86,988.783,2225009,128.853
United States,US,4/21/2008,6284.35,991.303,2228368,128.993
United States,US,4/22/2008,6280.82,994.304,2239186,129.223
United States,US,4/23/2008,6294.59,996.678,2237509,129.288
United States,US,4/24/2008,6308.6,998.693,2229840,129.276
United States,US,4/25/2008,6317.24,1001.18,2220560,129.278
United States,US,4/26/2008,6336.15,1000.89,2206016,129.083
United States,US,4/27/2008,6343.89,999.768,2192460,128.872
United States,US,4/28/2008,6335.13,1003.02,2194718,128.829
United States,US,4/29/2008,6333.27,1007.16,2200010,128.92
United States,US,4/30/2008,6339.3,1008.88,2196760,128.714
United States,US,5/1/2008,6345.04,1010.29,2188742,128.439
United States,US,5/2/2008,6351.67,1012.47,2180357,128.073
United States,US,5/3/2008,6367.07,1012.35,2165055,127.556
United States,US,5/4/2008,6372.72,1011.35,2146587,127.085
United States,US,5/5/2008,6359.14,1015.26,2121973,126.901
United States,US,5/6/2008,6360.08,1018.58,2123278,126.793
United States,US,5/7/2008,6366.06,1020.51,2118891,126.448
United States,US,5/8/2008,6373.4,1022.37,2114477,126.054
United States,US,5/9/2008,6378.99,1024.5,2106089,125.797
United States,US,5/10/2008,6388.73,1024.04,2094693,125.322
United States,US,5/11/2008,6386.64,1021.66,2084645,124.739
United States,US,5/12/2008,6370.51,1024.68,2093885,124.697
United States,US,5/13/2008,6360.42,1028.79,2111022,124.73
United States,US,5/14/2008,6362.31,1029.85,2122302,124.36
United States,US,5/15/2008,6364.45,1031.5,2133645,123.955
United States,US,5/16/2008,6365.62,1032.25,2137203,123.58
United States,US,5/17/2008,6373.98,1030.75,2130337,123.059
United States,US,5/18/2008,6373.83,1028.97,2118534,122.658
United States,US,5/19/2008,6365.03,1031.71,2125784,122.749
United States,US,5/20/2008,6358.53,1035.16,2141741,122.885
United States,US,5/21/2008,6364.69,1036.16,2149220,122.736
United States,US,5/22/2008,6370.5,1037.93,2152527,122.589
United States,US,5/23/2008,6371.12,1039.04,2151983,122.422
United States,US,5/24/2008,6375.68,1037.83,2141352,122.105
United States,US,5/25/2008,6382.89,1036.06,2126363,121.755
United States,US,5/26/2008,6377.04,1036.2,2120936,121.615
United States,US,5/27/2008,6370.18,1039.3,2135139,121.652
United States,US,5/28/2008,6369.75,1038.78,2139315,121.669
United States,US,5/29/2008,6376.39,1040.62,2146015,121.539
United States,US,5/30/2008,6390.37,1042.51,2146858,121.454
United States,US,5/31/2008,6400.28,1041,2139857,121.213
United States,US,6/1/2008,6400.54,1038.87,2128766,121.036
United States,US,6/2/2008,6385.83,1040.85,2144259,121.328
United States,US,6/3/2008,6379.65,1044.18,2171170,121.535
United States,US,6/4/2008,6382.48,1045.3,2186204,121.636
United States,US,6/5/2008,6383.02,1046.23,2194804,121.724
United States,US,6/6/2008,6385,1047.3,2194508,121.86
United States,US,6/7/2008,6403.9,1047.05,2190593,121.73
United States,US,6/8/2008,6407.99,1044.59,2182514,121.508
United States,US,6/9/2008,6403.12,1047.62,2198910,121.66
United States,US,6/10/2008,6402.54,1052.61,2220521,121.891
United States,US,6/11/2008,6414.67,1054.62,2224908,121.702
United States,US,6/12/2008,6435.98,1057.12,2227462,121.463
United States,US,6/13/2008,6447.68,1059.93,2219504,121.338
United States,US,6/14/2008,6460.81,1059.58,2205844,121.011
United States,US,6/15/2008,6466.73,1059.57,2192700,120.692
United States,US,6/16/2008,6451.03,1062.72,2204645,120.672
United States,US,6/17/2008,6445.44,1067.02,2229058,120.743
United States,US,6/18/2008,6446.52,1069.22,2227580,120.524
United States,US,6/19/2008,6449.48,1071.81,2231266,120.42
United States,US,6/20/2008,6455.37,1074.14,2227867,120.351
United States,US,6/21/2008,6469.84,1074.72,2220834,120.012
United States,US,6/22/2008,6476.04,1074.08,2212237,119.636
United States,US,6/23/2008,6464.52,1079.33,2230072,119.662
United States,US,6/24/2008,6452.05,1084.44,2261573,119.731
United States,US,6/25/2008,6448.91,1089.32,2284517,119.802
United States,US,6/26/2008,6454.57,1093.5,2291411,119.761
United States,US,6/27/2008,6465.48,1097.34,2291334,119.679
United States,US,6/28/2008,6474.84,1097.32,2282160,119.441
United States,US,6/29/2008,6472.13,1095.9,2271493,119.174
United States,US,6/30/2008,6457.21,1099.46,2290870,119.337
United States,US,7/1/2008,6450.95,1103.3,2318845,119.506
United States,US,7/2/2008,6457.58,1106.58,2324809,119.411
United States,US,7/3/2008,6464.63,1109.06,2319890,119.276
United States,US,7/4/2008,6485.2,1110.29,2299049,118.958
United States,US,7/5/2008,6506.06,1111.64,2284567,118.574
United States,US,7/6/2008,6517.51,1111.95,2276829,118.113
United States,US,7/7/2008,6498.01,1114.97,2294019,118.113
United States,US,7/8/2008,6487.37,1119.03,2319352,118.177
United States,US,7/9/2008,6487.35,1120.44,2325697,118.061
United States,US,7/10/2008,6490.26,1122.02,2326969,117.993
United States,US,7/11/2008,6491.53,1122.69,2327314,118.066
United States,US,7/12/2008,6492.84,1121.59,2317444,117.934
United States,US,7/13/2008,6495.95,1119.43,2310215,117.697
United States,US,7/14/2008,6479.29,1121.57,2325035,117.892
United States,US,7/15/2008,6470.5,1124.27,2347825,118.104
United States,US,7/16/2008,6480.35,1127.75,2357471,118.11
United States,US,7/17/2008,6484.93,1130.79,2357824,118.135
United States,US,7/18/2008,6490.1,1133.16,2365648,118.217
United States,US,7/19/2008,6504.87,1133.85,2354051,118.017
United States,US,7/20/2008,6508.59,1133.36,2343224,117.753
United States,US,7/21/2008,6478.03,1134.82,2366704,117.684
United States,US,7/22/2008,6468.47,1137.88,2387349,117.842
United States,US,7/23/2008,6472.24,1138.17,2394894,117.847
United States,US,7/24/2008,6479.1,1139.28,2394670,117.784
United States,US,7/25/2008,6481.97,1139.78,2391416,117.764
United States,US,7/26/2008,6490.43,1137.78,2381688,117.455
United States,US,7/27/2008,6490.26,1136.17,2373488,117.152
United States,US,7/28/2008,6474.04,1137.01,2391487,117.254
United States,US,7/29/2008,6464.94,1139.49,2417908,117.455
United States,US,7/30/2008,6473.78,1139.76,2431041,117.416
United States,US,7/31/2008,6475.57,1140.32,2439495,117.394
United States,US,8/1/2008,6476.07,1140.39,2440233,117.372
United States,US,8/2/2008,6483.83,1139.89,2438771,117.215
United States,US,8/3/2008,6471.05,1139.52,2449409,117.182
United States,US,8/4/2008,6443.41,1140.64,2474188,117.212
United States,US,8/5/2008,6426.03,1142.49,2498702,117.406
United States,US,8/6/2008,6418.78,1142.19,2504166,117.41
United States,US,8/7/2008,6422.12,1142.85,2507868,117.365
United States,US,8/8/2008,6421.87,1143.66,2502477,117.298
United States,US,8/9/2008,6426.91,1141.72,2494821,117.015
United States,US,8/10/2008,6428.29,1140.61,2483323,116.685
United States,US,8/11/2008,6410.2,1142.01,2498345,116.724
United States,US,8/12/2008,6396.75,1143.49,2521254,116.895
United States,US,8/13/2008,6398.31,1143.69,2530589,116.88
United States,US,8/14/2008,6399.17,1144.19,2533751,116.851
United States,US,8/15/2008,6398.93,1142.96,2531073,116.833
United States,US,8/16/2008,6410.21,1140.87,2522719,116.567
United States,US,8/17/2008,6407.87,1138.01,2515425,116.268
United States,US,8/18/2008,6390.23,1138.66,2531935,116.325
United States,US,8/19/2008,6385.09,1141.09,2556119,116.507
United States,US,8/20/2008,6404.67,1142.31,2552486,116.701
United States,US,8/21/2008,6407.95,1142.89,2557493,116.707
United States,US,8/22/2008,6412.86,1143.45,2553045,116.649
United States,US,8/23/2008,6423.24,1142.47,2547059,116.461
United States,US,8/24/2008,6428.73,1141.7,2540380,116.174
United States,US,8/25/2008,6424.44,1143.23,2560599,116.285
United States,US,8/26/2008,6425.87,1145.74,2585490,116.406
United States,US,8/27/2008,6440.3,1148.03,2594995,116.342
United States,US,8/28/2008,6451.83,1149.74,2596873,116.316
United States,US,8/29/2008,6461.23,1151.94,2589507,116.253
United States,US,8/30/2008,6478.99,1151.99,2568367,115.956
United States,US,8/31/2008,6490.64,1150.86,2552212,115.657
United States,US,9/1/2008,6488.97,1150.61,2551358,115.531
United States,US,9/2/2008,6492.96,1154.5,2570321,115.578
United States,US,9/3/2008,6510.99,1156.81,2570434,115.586
United States,US,9/4/2008,6526.01,1159.21,2569336,115.554
United States,US,9/5/2008,6544.81,1161.62,2567551,115.518
United States,US,9/6/2008,6559.22,1161.35,2564344,115.241
United States,US,9/7/2008,6569.36,1160.21,2560323,114.942
United States,US,9/8/2008,6566.77,1163.67,2573134,115.074
United States,US,9/9/2008,6563.35,1166.34,2597514,115.278
United States,US,9/10/2008,6574.86,1167.73,2601223,115.348
United States,US,9/11/2008,6585.92,1169.73,2602670,115.398
United States,US,9/12/2008,6594.59,1170.61,2601301,115.404
United States,US,9/13/2008,6605.49,1168.83,2599918,115.202
United States,US,9/14/2008,6610.5,1167.77,2593843,115.013
United States,US,9/15/2008,6595.44,1169.31,2605313,115.216
United States,US,9/16/2008,6597.52,1172.01,2619579,115.444
United States,US,9/17/2008,6605.06,1172.47,2620360,115.589
United States,US,9/18/2008,6611.11,1173.56,2614662,115.645
United States,US,9/19/2008,6619.27,1175.42,2607656,115.662
United States,US,9/20/2008,6634.35,1174.94,2594290,115.423
United States,US,9/21/2008,6640.48,1173.25,2583860,115.209
United States,US,9/22/2008,6634.85,1175.3,2593341,115.39
United States,US,9/23/2008,6635.43,1177.39,2612884,115.65
United States,US,9/24/2008,6638.59,1177.82,2608752,115.716
United States,US,9/25/2008,6644.91,1179.38,2601907,115.824
United States,US,9/26/2008,6648.59,1180.19,2586050,115.827
United States,US,9/27/2008,6658.27,1179.41,2573532,115.589
United States,US,9/28/2008,6652.74,1176.89,2563341,115.329
United States,US,9/29/2008,6639.23,1177.99,2581533,115.497
United States,US,9/30/2008,6628.82,1180.07,2602300,115.732
United States,US,10/1/2008,6626.63,1182.46,2615953,116.002
United States,US,10/2/2008,6625.65,1182.34,2608915,116.088
United States,US,10/3/2008,6630.36,1182.93,2600473,116.131
United States,US,10/4/2008,6639.46,1181.03,2590157,115.916
United States,US,10/5/2008,6638.63,1178.88,2576489,115.674
United States,US,10/6/2008,6626.33,1179.38,2582057,115.765
United States,US,10/7/2008,6625.19,1182.14,2596256,116.024
United States,US,10/8/2008,6632.93,1182.7,2597770,116.087
United States,US,10/9/2008,6644.25,1184.7,2593179,116.072
United States,US,10/10/2008,6657.5,1186.36,2586620,116.119
United States,US,10/11/2008,6678.11,1186.49,2575678,115.926
United States,US,10/12/2008,6684.87,1185.75,2561049,115.671
United States,US,10/13/2008,6684.98,1189,2569165,115.716
United States,US,10/14/2008,6679.41,1191.56,2597233,115.797
United States,US,10/15/2008,6687.18,1193.41,2607763,115.789
United States,US,10/16/2008,6691.03,1195.59,2611717,115.742
United States,US,10/17/2008,6699.75,1198.18,2611152,115.663
United States,US,10/18/2008,6712.64,1198.62,2605789,115.396
United States,US,10/19/2008,6709.08,1197.58,2597084,115.17
United States,US,10/20/2008,6695.96,1200.86,2610638,115.36
United States,US,10/21/2008,6694.54,1206.2,2632867,115.578
United States,US,10/22/2008,6701.5,1210.64,2641861,115.667
United States,US,10/23/2008,6711.32,1215.27,2642728,115.712
United States,US,10/24/2008,6723.31,1220.47,2644622,115.711
United States,US,10/25/2008,6738.12,1223.63,2640575,115.469
United States,US,10/26/2008,6741.67,1224.95,2634452,115.317
United States,US,10/27/2008,6737.27,1230.75,2644036,115.615
United States,US,10/28/2008,6741.98,1238.12,2659759,115.945
United States,US,10/29/2008,6752.93,1244.58,2661006,116.066
United States,US,10/30/2008,6767.27,1251.8,2656363,116.142
United States,US,10/31/2008,6785.86,1258.51,2642100,116.194
United States,US,11/1/2008,6807.83,1264.2,2638333,116.137
United States,US,11/2/2008,6811.37,1268.37,2640019,115.967
United States,US,11/3/2008,6803.99,1275.75,2651157,116.236
United States,US,11/4/2008,6805.11,1283.48,2663420,116.528
United States,US,11/5/2008,6818.45,1291.91,2663118,116.719
United States,US,11/6/2008,6820.78,1299.13,2666953,116.791
United States,US,11/7/2008,6827.38,1306.03,2665512,116.856
United States,US,11/8/2008,6838.74,1311.22,2665799,116.674
United States,US,11/9/2008,6834.38,1315.05,2662129,116.426
United States,US,11/10/2008,6819.12,1322.06,2677413,116.605
United States,US,11/11/2008,6807.96,1328.44,2714417,116.849
United States,US,11/12/2008,6809.74,1335.71,2721434,117.079
United States,US,11/13/2008,6819.4,1343.39,2714594,117.341
United States,US,11/14/2008,6835.49,1350.92,2711532,117.443
United States,US,11/15/2008,6849.29,1355.62,2711631,117.328
United States,US,11/16/2008,6852.37,1358.92,2706483,117.15
United States,US,11/17/2008,6841.12,1364.25,2723800,117.408
United States,US,11/18/2008,6846.11,1370.64,2750808,117.699
United States,US,11/19/2008,6852.09,1375.69,2756876,117.862
United States,US,11/20/2008,6854.33,1379.86,2758666,118.005
United States,US,11/21/2008,6858.82,1382.66,2757845,117.989
United States,US,11/22/2008,6864.43,1385.33,2755454,117.796
United States,US,11/23/2008,6864.16,1387.14,2749710,117.583
United States,US,11/24/2008,6851.81,1390.88,2764808,117.787
United States,US,11/25/2008,6850.29,1395.7,2790088,117.972
United States,US,11/26/2008,6853.97,1398.28,2796571,117.913
United States,US,11/27/2008,6849.64,1396.77,2777582,117.784
United States,US,11/28/2008,6847.49,1396.27,2774205,117.685
United States,US,11/29/2008,6847.33,1396.16,2773813,117.5
United States,US,11/30/2008,6834.66,1395.03,2786186,117.185
United States,US,12/1/2008,6820.93,1396.93,2809716,117.12
United States,US,12/2/2008,6825.92,1401.82,2834081,117.188
United States,US,12/3/2008,6837.13,1405.94,2849046,117.135
United States,US,12/4/2008,6847.12,1410.07,2867415,117.127
United States,US,12/5/2008,6859.32,1413.38,2872703,117.032
United States,US,12/6/2008,6879.27,1416.85,2871863,116.732
United States,US,12/7/2008,6886.16,1419.56,2870583,116.418
United States,US,12/8/2008,6885.46,1424.07,2881433,116.594
United States,US,12/9/2008,6895.27,1428.01,2910299,116.744
United States,US,12/10/2008,6908.54,1431.03,2920934,116.765
United States,US,12/11/2008,6924.3,1436.59,2912381,116.805
United States,US,12/12/2008,6933.92,1439.31,2907393,116.79
United States,US,12/13/2008,6949.78,1441.84,2904069,116.48
United States,US,12/14/2008,6950.59,1441.94,2896149,116.189
United States,US,12/15/2008,6944.48,1443.75,2909704,116.263
United States,US,12/16/2008,6942.1,1446.72,2934679,116.444
United States,US,12/17/2008,6949.87,1450.44,2946709,116.322
United States,US,12/18/2008,6961.34,1454.24,2951370,116.165
United States,US,12/19/2008,6979.7,1458.71,2954929,116.033
United States,US,12/20/2008,6994.9,1461.49,2952004,115.757
United States,US,12/21/2008,7000.25,1464.02,2944364,115.489
United States,US,12/22/2008,6993.28,1466.09,2951862,115.595
United States,US,12/23/2008,6993.23,1468.12,2965852,115.752
United States,US,12/24/2008,7004.62,1469.5,2948079,115.719
United States,US,12/25/2008,7008.41,1469.9,2915121,115.541
United States,US,12/26/2008,7011.47,1471.69,2909628,115.396
United States,US,12/27/2008,7024.89,1475.76,2923438,115.334
United States,US,12/28/2008,7034.91,1479.49,2926032,115.109
United States,US,12/29/2008,7030.18,1481.4,2946717,115.11
United States,US,12/30/2008,7032.29,1483.82,2965721,115.252
United States,US,12/31/2008,7050.03,1487.63,2959645,115.308
United States,US,1/1/2009,7054.86,1489.31,2947955,115.204
United States,US,1/2/2009,7057.28,1489.64,2958378,115.33
United States,US,1/3/2009,7062.24,1489.25,2956687,115.346
United States,US,1/4/2009,7059.47,1489.61,2958352,115.307
United States,US,1/5/2009,7049.36,1490.36,2978454,115.791
United States,US,1/6/2009,7044.22,1490.54,3007585,116.272
United States,US,1/7/2009,7047.33,1491.63,3028947,116.521
United States,US,1/8/2009,7046.14,1492.81,3034824,116.827
United States,US,1/9/2009,7048.91,1493.57,3041967,117.01
United States,US,1/10/2009,7061.84,1494.39,3056468,116.871
United States,US,1/11/2009,7062.9,1494.3,3062373,116.702
United States,US,1/12/2009,7051.77,1495.35,3079362,117.073
United States,US,1/13/2009,7046.53,1497.27,3112181,117.438
United States,US,1/14/2009,7047.74,1500.08,3128081,117.689
United States,US,1/15/2009,7053.84,1502.31,3141612,117.884
United States,US,1/16/2009,7060.43,1502.65,3147617,118.139
United States,US,1/17/2009,7057.85,1502.09,3158238,118.149
United States,US,1/18/2009,7048.76,1500.39,3159823,118.078
United States,US,1/19/2009,7021.29,1497.67,3191036,118.307
United States,US,1/20/2009,6999.04,1497.1,3228371,118.635
United States,US,1/21/2009,7000.98,1499.84,3251712,118.687
United States,US,1/22/2009,7000.36,1501.96,3272017,118.715
United States,US,1/23/2009,6998.6,1503.55,3307237,118.736
United States,US,1/24/2009,7006.45,1505.78,3358498,118.691
United States,US,1/25/2009,7004.56,1506.01,3377170,118.579
United States,US,1/26/2009,6994.84,1507.14,3410548,118.809
United States,US,1/27/2009,6984.67,1507.03,3447327,119.053
United States,US,1/28/2009,6981.8,1509.36,3470083,119.318
United States,US,1/29/2009,6984.76,1511.88,3487311,119.513
United States,US,1/30/2009,6978.66,1511.35,3508036,119.757
United States,US,1/31/2009,6986.02,1512,3530155,119.907
United States,US,2/1/2009,6993.22,1513.4,3507471,119.864
United States,US,2/2/2009,6984.29,1512.96,3521543,119.958
United States,US,2/3/2009,6976.65,1513.7,3547298,120.27
United States,US,2/4/2009,6973.23,1512.87,3555829,120.332
United States,US,2/5/2009,6974.54,1513.15,3560613,120.317
United States,US,2/6/2009,6977.59,1513.45,3555659,120.309
United States,US,2/7/2009,6991.34,1516.47,3556433,119.986
United States,US,2/8/2009,6993.53,1517.29,3550839,119.671
United States,US,2/9/2009,6986.4,1517.7,3551627,119.87
United States,US,2/10/2009,6986.38,1519.85,3568308,120.063
United States,US,2/11/2009,6999.55,1522.17,3576882,120.045
United States,US,2/12/2009,7013.74,1524.7,3571737,120.021
United States,US,2/13/2009,7024.54,1525.57,3564895,119.966
United States,US,2/14/2009,7036.9,1527.25,3550103,119.88
United States,US,2/15/2009,7039.82,1528.5,3540570,119.676
United States,US,2/16/2009,7035.67,1529.41,3551299,119.768
United States,US,2/17/2009,7038.83,1531.15,3567039,119.977
United States,US,2/18/2009,7063.71,1534.76,3560523,119.969
United States,US,2/19/2009,7084.72,1536.76,3550627,120.04
United States,US,2/20/2009,7096.88,1537.03,3540629,120.195
United States,US,2/21/2009,7110.82,1537.51,3534620,120.222
United States,US,2/22/2009,7115.73,1538.16,3524444,120.151
United States,US,2/23/2009,7125.89,1538.81,3529385,120.369
United States,US,2/24/2009,7145.29,1541.43,3542532,120.721
United States,US,2/25/2009,7167.29,1543.45,3541123,120.798
United States,US,2/26/2009,7191.84,1544.99,3538416,120.944
United States,US,2/27/2009,7212.69,1546.14,3525266,120.976
United States,US,2/28/2009,7222.54,1546.93,3519409,120.887
United States,US,3/1/2009,7225.8,1547.38,3510084,120.666
United States,US,3/2/2009,7216.66,1547.25,3516032,120.647
United States,US,3/3/2009,7212.66,1547.82,3542727,120.647
United States,US,3/4/2009,7226.7,1551.73,3543867,120.53
United States,US,3/5/2009,7247.27,1554.14,3536092,120.296
United States,US,3/6/2009,7263.47,1556.64,3525044,120.101
United States,US,3/7/2009,7281.15,1559.71,3511039,119.757
United States,US,3/8/2009,7285.98,1560.58,3490235,119.4
United States,US,3/9/2009,7277.03,1560.57,3489149,119.458
United States,US,3/10/2009,7272.3,1561.95,3500178,119.63
United States,US,3/11/2009,7278.33,1563.88,3496897,119.249
United States,US,3/12/2009,7283.18,1564.92,3492176,119.167
United States,US,3/13/2009,7275.83,1563.94,3488274,119.168
United States,US,3/14/2009,7275.56,1563.51,3488386,118.998
United States,US,3/15/2009,7270.85,1563.27,3478428,118.707
United States,US,3/16/2009,7254.9,1561.98,3486738,118.697
United States,US,3/17/2009,7249.54,1561.94,3493622,118.75
United States,US,3/18/2009,7252.01,1562.62,3477830,118.764
United States,US,3/19/2009,7249.31,1562.91,3474685,118.66
United States,US,3/20/2009,7253.49,1564.06,3465926,118.669
United States,US,3/21/2009,7268.41,1565.65,3453209,118.387
United States,US,3/22/2009,7270.96,1565.68,3435997,118.081
United States,US,3/23/2009,7265.06,1565.12,3433841,118.215
United States,US,3/24/2009,7272.29,1565.8,3444550,118.514
United States,US,3/25/2009,7277.32,1567.91,3437965,118.622
United States,US,3/26/2009,7287.28,1570.31,3451316,118.797
United States,US,3/27/2009,7309.1,1574.66,3468102,118.842
United States,US,3/28/2009,7334.44,1579.1,3481025,118.59
United States,US,3/29/2009,7360.14,1581.85,3486643,118.274
United States,US,3/30/2009,7389.03,1585.44,3509654,118.357
United States,US,3/31/2009,7418.54,1589.74,3544250,118.527
United States,US,4/1/2009,7455.93,1595.44,3553272,118.702
United States,US,4/2/2009,7486.11,1600.03,3567456,118.799
United States,US,4/3/2009,7521.52,1603.87,3575719,118.89
United States,US,4/4/2009,7555.47,1607.17,3580097,118.758
United States,US,4/5/2009,7580.59,1610.09,3580271,118.656
United States,US,4/6/2009,7590.15,1611.98,3605258,118.998
United States,US,4/7/2009,7608.78,1615.72,3646027,119.31
United States,US,4/8/2009,7642.81,1620.71,3669749,119.484
United States,US,4/9/2009,7680.05,1626.54,3681626,119.57
United States,US,4/10/2009,7708.78,1629.28,3701868,119.853
United States,US,4/11/2009,7748.22,1632.97,3709818,119.689
United States,US,4/12/2009,7783.44,1636.91,3697886,119.343
United States,US,4/13/2009,7798.51,1639.36,3715168,119.458
